,CHIEF,DISEASE,ATTRIBUTE_TH,ATTRIBUTE_EN,HAVE_SYMPTOM,SCORE,ALARM
8703,dizziness,vestibular_neuritis,มองเห็นภาพซ้อน,diplopia,1,-0.5,
8704,dizziness,vestibular_neuritis,เจ็บแน่นหน้าอก,chest_pain,1,-0.5,
8705,dizziness,vestibular_neuritis,บ้านหมุน,vertigo,1,5,
8706,dizziness,vestibular_neuritis,ทรงตัวลำบาก,postural_instability,1,2.5,
8707,dizziness,vestibular_neuritis,คลื่นไส้อาเจียน,nausea_and_vomiting,1,0.8,
8708,dizziness,vestibular_neuritis,ได้ยินเสียงหึ่งในหู,tinnitus,1,-1,
8709,dizziness,vestibular_neuritis,เดินเซ,ataxic_gait,1,-0.7,
8710,dizziness,vestibular_neuritis,หูอื้อ/ไม่ได้ยินเสียง ทันที,hearing_loss_abrupt,1,-0.2,
8711,dizziness,vestibular_neuritis,หูอื้อ/ไม่ได้ยินเสียง เป็นๆหายๆ,hearing_loss_intermittent,1,-0.1,
8712,dizziness,vestibular_neuritis,แน่นในหู,ear_pressure,1,0.2,
8713,dizziness,vestibular_neuritis,รู้สึกคล้ายเมาเรือ,motion_sickness,1,1.3,
8714,dizziness,vestibular_neuritis,ปวดศีรษะ,headache,1,0.2,
8715,dizziness,vestibular_neuritis,ความจำแย่ลง,amnesia,1,-0.6,
8716,dizziness,vestibular_neuritis,รู้สึกไม่สบายใจ หรือตื่นกลัว,anxiety,1,-0.2,
8717,dizziness,vestibular_neuritis,ชา,numbness,1,-0.2,
8718,dizziness,vestibular_neuritis,ไม่สามารถจัดการเวลา หรือกิจวัตรประจำวันได้ดี,functional_impairment_routine_activities,1,-0.1,
8719,dizziness,vestibular_neuritis,คิดช้าลง,cognitive_impairment,1,-0.3,
8720,dizziness,vestibular_neuritis,มองเห็นภาพสั่น ,nystagmus,1,0.1,
8721,dizziness,vestibular_neuritis,เป็นหวัดบ่อย,frequent_uri,1,1,
8722,dizziness,vestibular_neuritis,ใจสั่น,palpitation,1,-0.1,
8723,dizziness,vestibular_neuritis,เหงื่อแตก,sweating,1,0.5,
8724,dizziness,vestibular_neuritis,ถ่ายดำ ,maroon_stool,1,-2,
8725,dizziness,vestibular_neuritis,ถ่ายเป็นเลือด หรือถ่ายปนเลือด,hematochezia,1,-2,
8726,dizziness,vestibular_neuritis,เลือดออกง่าย ,bleeding_diathesis,1,-2,
8727,dizziness,vestibular_neuritis,ผิวช้ำตามตัว,easy_bruised_skin,1,-2,
8728,dizziness,labyrinthitis_,เพศหญิง,female,1,0.4,
8729,dizziness,labyrinthitis_,อายุ<_15,age_<_15,1,1.1,
8730,dizziness,labyrinthitis_,อายุ15-30,age_15_30,1,1.1,
8731,dizziness,labyrinthitis_,อายุ31-45,age_31_45,1,1.8,
8732,dizziness,labyrinthitis_,อายุ46-60,age_46_60,1,1.9,
8733,dizziness,labyrinthitis_,อายุ61-75,age_61_75,1,1.8,
8734,dizziness,labyrinthitis_,อายุ_> 76,age_>_76,1,1.5,
8735,dizziness,labyrinthitis_,HIV,hiv,1,0.1,
8736,dizziness,labyrinthitis_,เป็นขึ้นเฉียบพลันทันที,abrupt_onset,1,1.2,
8737,dizziness,labyrinthitis_,เกิดขึ้นในหลักชั่วโมง,onset_hours,1,1.9,
8738,dizziness,labyrinthitis_,เกิดขึ้นในหลักวันถึงสัปดาห์,onset_days_to_weeks,1,0.5,
8739,dizziness,labyrinthitis_,อาการเป็นๆหายๆเป็นพักๆ,intermittent,1,-0.1,
8740,dizziness,labyrinthitis_,เป็นอยู่นานหลักนาที,duration_minutes,1,-0.2,
8741,dizziness,labyrinthitis_,เป็นอยู่นานเป็นชั่วโมง ถึง วัน,duration_hours_to_days,1,1.4,
8742,dizziness,labyrinthitis_,เป็นอยู่นานมากกว่า 3 วัน,duration_>_3days,1,2,
8743,dizziness,labyrinthitis_,อาการมากขึ้นเมื่อขยับศีรษะ หรือเปลี่ยนท่าทาง,more_dizzy_when_move,1,1.4,
8744,dizziness,labyrinthitis_,มีอาการคล้ายไข้หวัดนำมาก่อน,previous_uri_symptoms,1,2.1,
8745,dizziness,labyrinthitis_,ประวัติกระทบกระเทือนที่ศีรษะมาก่อน,history_of_head_injury,1,0.1,
8746,dizziness,labyrinthitis_,ทำงานสัมผัสกับเด็กเล็ก,work_to_experience_young_children,1,0.9,
8747,dizziness,labyrinthitis_,เกิดขึ้นเองโดยไม่มีปัจจัยกระตุ้น,occurred_without_stimulating_factors,1,0.8,
8748,dizziness,labyrinthitis_,พูดไม่ชัด ,dysarthria,1,-1.1,
8749,dizziness,labyrinthitis_,สับสน,confused,1,-1.7,
8750,dizziness,labyrinthitis_,แขนขาอ่อนแรงครึ่งซีก,hemiparesis,1,-3,
8751,dizziness,labyrinthitis_,ปากเบี้ยวหน้าเบี้ยว,facial_palsy,1,-1.5,
8752,dizziness,labyrinthitis_,หยิบจับสิ่งของแล้วทำหลุดมือ,pick_up_the_item_and_drop_off,1,-0.5,
8753,dizziness,labyrinthitis_,มองเห็นภาพมืดลงเป็นพักๆ ,amaurosis_fugax,1,-1,
8754,dizziness,acs,อายุ_> 76,age_>_76,1,2,
8755,dizziness,labyrinthitis_,มองเห็นภาพซ้อน,diplopia,1,-0.5,
8756,dizziness,labyrinthitis_,เจ็บแน่นหน้าอก,chest_pain,1,-0.5,
8757,dizziness,labyrinthitis_,บ้านหมุน,vertigo,1,5,
8758,dizziness,labyrinthitis_,ทรงตัวลำบาก,postural_instability,1,2.4,
8759,dizziness,labyrinthitis_,คลื่นไส้อาเจียน,nausea_and_vomiting,1,0.7,
8760,dizziness,labyrinthitis_,ได้ยินเสียงหึ่งในหู,tinnitus,1,2.5,
8761,dizziness,labyrinthitis_,เดินเซ,ataxic_gait,1,-0.5,
8762,dizziness,labyrinthitis_,หูอื้อ/ไม่ได้ยินเสียง ทันที,hearing_loss_abrupt,1,-0.4,
8763,dizziness,labyrinthitis_,หูอื้อ/ไม่ได้ยินเสียง เป็นๆหายๆ,hearing_loss_intermittent,1,-0.1,
8764,dizziness,labyrinthitis_,แน่นในหู,ear_pressure,1,0.1,
8765,dizziness,labyrinthitis_,รู้สึกคล้ายเมาเรือ,motion_sickness,1,1.1,
8766,dizziness,labyrinthitis_,ปวดศีรษะ,headache,1,-0.1,
8767,dizziness,labyrinthitis_,ความจำแย่ลง,amnesia,1,-0.5,
8768,dizziness,labyrinthitis_,รู้สึกไม่สบายใจ หรือตื่นกลัว,anxiety,1,-0.1,
8769,dizziness,labyrinthitis_,ชา,numbness,1,-0.1,
8770,dizziness,labyrinthitis_,คิดช้าลง,cognitive_impairment,1,-0.2,
8771,dizziness,labyrinthitis_,มองเห็นภาพสั่น ,nystagmus,1,-0.1,
8772,dizziness,labyrinthitis_,เป็นหวัดบ่อย,frequent_uri,1,1,
8773,dizziness,labyrinthitis_,ใจสั่น,palpitation,1,-0.2,
8774,dizziness,labyrinthitis_,ถ่ายดำ ,maroon_stool,1,-2,
8775,dizziness,labyrinthitis_,ถ่ายเป็นเลือด หรือถ่ายปนเลือด,hematochezia,1,-2,
8776,dizziness,labyrinthitis_,เลือดออกง่าย ,bleeding_diathesis,1,-2,
8777,dizziness,labyrinthitis_,ผิวช้ำตามตัว,easy_bruised_skin,1,-2,
8778,dizziness,perilymph_fistula,เพศชาย,male,1,0.2,
8779,dizziness,perilymph_fistula,อายุ<_15,age_<_15,1,1.8,
8780,dizziness,perilymph_fistula,อายุ15-30,age_15_30,1,1.7,
8781,dizziness,perilymph_fistula,อายุ31-45,age_31_45,1,1.5,
8782,dizziness,perilymph_fistula,อายุ46-60,age_46_60,1,1.5,
8783,dizziness,perilymph_fistula,อายุ61-75,age_61_75,1,1.4,
8784,dizziness,perilymph_fistula,อายุ_> 76,age_>_76,1,1.2,
8785,dizziness,perilymph_fistula,เป็นขึ้นเฉียบพลันทันที,abrupt_onset,1,1.3,
8786,dizziness,perilymph_fistula,เกิดขึ้นในหลักชั่วโมง,onset_hours,1,1.7,
8787,dizziness,perilymph_fistula,เกิดขึ้นในหลักวันถึงสัปดาห์,onset_days_to_weeks,1,0.9,
8788,dizziness,perilymph_fistula,อาการเป็นๆหายๆเป็นพักๆ,intermittent,1,0.1,
8789,dizziness,perilymph_fistula,เป็นอยู่นานหลักนาที,duration_minutes,1,0.3,
8790,dizziness,perilymph_fistula,เป็นอยู่นานเป็นชั่วโมง ถึง วัน,duration_hours_to_days,1,1.6,
8791,dizziness,perilymph_fistula,เป็นอยู่นานมากกว่า 3 วัน,duration_>_3days,1,1.9,
8792,dizziness,perilymph_fistula,อาการมากขึ้นเมื่อขยับศีรษะ หรือเปลี่ยนท่าทาง,more_dizzy_when_move,1,1.4,
8793,dizziness,perilymph_fistula,อาการมากขึ้นเมื่อถูกแสงจ้า หรือได้ยินเสียงดัง,progressive_when_expose_to_light_or_sound,1,1.1,
8794,dizziness,perilymph_fistula,ประวัติกระทบกระเทือนที่ศีรษะมาก่อน,history_of_head_injury,1,1.5,
8795,dizziness,perilymph_fistula,ประวัติเคยติดเชื้อที่เยื่อหุ้มสมองมาก่อน,history_of_meningitis,1,2.1,
8796,dizziness,perilymph_fistula,เกิดขึ้นเองโดยไม่มีปัจจัยกระตุ้น,occurred_without_stimulating_factors,1,0.7,
8797,dizziness,perilymph_fistula,พูดไม่ชัด ,dysarthria,1,-1.3,
8798,dizziness,perilymph_fistula,สับสน,confused,1,-1.3,
8799,dizziness,perilymph_fistula,แขนขาอ่อนแรงครึ่งซีก,hemiparesis,1,-3.2,
8800,dizziness,perilymph_fistula,ปากเบี้ยวหน้าเบี้ยว,facial_palsy,1,-1.2,
8801,dizziness,perilymph_fistula,หยิบจับสิ่งของแล้วทำหลุดมือ,pick_up_the_item_and_drop_off,1,0.1,
8802,dizziness,perilymph_fistula,ตากระตุก ,eyelid_myokymia,1,-0.2,
8803,dizziness,perilymph_fistula,มองเห็นภาพมืดลงเป็นพักๆ ,amaurosis_fugax,1,-0.8,
8804,dizziness,perilymph_fistula,เป็นลมหมดสติ,faint,1,-0.5,
8805,dizziness,perilymph_fistula,มองเห็นภาพซ้อน,diplopia,1,-0.5,
8806,dizziness,perilymph_fistula,เจ็บแน่นหน้าอก,chest_pain,1,-0.5,
8807,dizziness,perilymph_fistula,บ้านหมุน,vertigo,1,5,
8808,dizziness,perilymph_fistula,ทรงตัวลำบาก,postural_instability,1,2.4,
8809,dizziness,perilymph_fistula,คลื่นไส้อาเจียน,nausea_and_vomiting,1,0.9,
8810,dizziness,perilymph_fistula,ได้ยินเสียงหึ่งในหู,tinnitus,1,2,
8811,dizziness,perilymph_fistula,เดินเซ,ataxic_gait,1,0.8,
8812,dizziness,perilymph_fistula,หูอื้อ/ไม่ได้ยินเสียง ทันที,hearing_loss_abrupt,1,3,
8813,dizziness,perilymph_fistula,หูอื้อ/ไม่ได้ยินเสียง เป็นๆหายๆ,hearing_loss_intermittent,1,1.5,
8814,dizziness,perilymph_fistula,แน่นในหู,ear_pressure,1,1.8,
8815,dizziness,perilymph_fistula,รู้สึกคล้ายเมาเรือ,motion_sickness,1,1.2,
8816,dizziness,perilymph_fistula,ปวดศีรษะ,headache,1,0.4,
8817,dizziness,perilymph_fistula,ปวดศีรษะแบบตื้อๆตุบๆ,headache_throbbing,1,0.3,
8818,dizziness,perilymph_fistula,ความจำแย่ลง,amnesia,1,0.3,
8819,dizziness,perilymph_fistula,รู้สึกไม่สบายใจ หรือตื่นกลัว,anxiety,1,-0.1,
8820,dizziness,perilymph_fistula,นอนไม่หลับ,insomnia,1,0.1,
8821,dizziness,perilymph_fistula,ชา,numbness,1,0.2,
8822,dizziness,perilymph_fistula,คิดช้าลง,cognitive_impairment,1,0.1,
8823,dizziness,perilymph_fistula,มองเห็นภาพสั่น ,nystagmus,1,-0.2,
8824,dizziness,perilymph_fistula,เป็นหวัดบ่อย,frequent_uri,1,0.2,
8825,dizziness,perilymph_fistula,ใจสั่น,palpitation,1,-0.2,
8826,dizziness,perilymph_fistula,ถ่ายดำ ,maroon_stool,1,-2,
8827,dizziness,perilymph_fistula,ถ่ายเป็นเลือด หรือถ่ายปนเลือด,hematochezia,1,-2,
8828,dizziness,perilymph_fistula,เลือดออกง่าย ,bleeding_diathesis,1,-2,
8829,dizziness,perilymph_fistula,ผิวช้ำตามตัว,easy_bruised_skin,1,-2,
8830,dizziness,posterior_circulation_stroke,อายุ<_15,age_<_15,1,-0.2,
8831,dizziness,posterior_circulation_stroke,อายุ15-30,age_15_30,1,0.8,
8832,dizziness,posterior_circulation_stroke,อายุ31-45,age_31_45,1,1.4,
8833,dizziness,posterior_circulation_stroke,อายุ46-60,age_46_60,1,1.8,
8834,dizziness,posterior_circulation_stroke,อายุ61-75,age_61_75,1,1.9,
8835,dizziness,posterior_circulation_stroke,อายุ_> 76,age_>_76,1,1.8,
8836,dizziness,posterior_circulation_stroke,ความดันโลหิตสูง,hypertension,1,0.3,
8837,dizziness,posterior_circulation_stroke,เบาหวาน,diabetes,1,0.4,
8838,dizziness,posterior_circulation_stroke,เป็นขึ้นเฉียบพลันทันที,abrupt_onset,1,2,
8839,dizziness,posterior_circulation_stroke,เกิดขึ้นในหลักชั่วโมง,onset_hours,1,1.8,
8840,dizziness,posterior_circulation_stroke,เกิดขึ้นในหลักวันถึงสัปดาห์,onset_days_to_weeks,1,-0.3,
8841,dizziness,posterior_circulation_stroke,อาการเป็นๆหายๆเป็นพักๆ,intermittent,1,-0.4,
8842,dizziness,posterior_circulation_stroke,เป็นอยู่นานหลักนาที,duration_minutes,1,-0.5,
8843,dizziness,posterior_circulation_stroke,เป็นอยู่นานเป็นชั่วโมง ถึง วัน,duration_hours_to_days,1,1.2,
8844,dizziness,posterior_circulation_stroke,เป็นอยู่นานมากกว่า 3 วัน,duration_>_3days,1,2,
8845,dizziness,posterior_circulation_stroke,อาการมากขึ้นเมื่อขยับศีรษะ หรือเปลี่ยนท่าทาง,more_dizzy_when_move,1,0.8,
8846,dizziness,posterior_circulation_stroke,ประวัติกระทบกระเทือนที่ศีรษะมาก่อน,history_of_head_injury,1,0.9,
8847,dizziness,posterior_circulation_stroke,ความเครียด,stress,1,0.2,
8848,dizziness,posterior_circulation_stroke,เกิดขึ้นเองโดยไม่มีปัจจัยกระตุ้น,occurred_without_stimulating_factors,1,1.1,
8849,dizziness,posterior_circulation_stroke,พูดไม่ชัด ,dysarthria,1,1.4,alarm
8850,dizziness,posterior_circulation_stroke,สับสน,confused,1,1.5,alarm
8851,dizziness,posterior_circulation_stroke,แขนขาอ่อนแรงครึ่งซีก,hemiparesis,1,3,alarm
8852,dizziness,posterior_circulation_stroke,ปากเบี้ยวหน้าเบี้ยว,facial_palsy,1,0.8,alarm
8853,dizziness,posterior_circulation_stroke,หยิบจับสิ่งของแล้วทำหลุดมือ,pick_up_the_item_and_drop_off,1,0.6,alarm
8854,dizziness,posterior_circulation_stroke,ตากระตุก ,eyelid_myokymia,1,0.4,alarm
8855,dizziness,posterior_circulation_stroke,มองเห็นภาพมืดลงเป็นพักๆ ,amaurosis_fugax,1,0.1,alarm
8856,dizziness,posterior_circulation_stroke,เป็นลมหมดสติ,faint,1,0.5,alarm
8857,dizziness,posterior_circulation_stroke,มองเห็นภาพซ้อน,diplopia,1,0.8,alarm
8858,dizziness,posterior_circulation_stroke,เจ็บแน่นหน้าอก,chest_pain,1,-1,
8859,dizziness,posterior_circulation_stroke,บ้านหมุน,vertigo,1,4,
8860,dizziness,posterior_circulation_stroke,ทรงตัวลำบาก,postural_instability,1,2.5,
8861,dizziness,posterior_circulation_stroke,คลื่นไส้อาเจียน,nausea_and_vomiting,1,0.3,
8862,dizziness,posterior_circulation_stroke,ได้ยินเสียงหึ่งในหู,tinnitus,1,1.8,
8863,dizziness,posterior_circulation_stroke,เดินเซ,ataxic_gait,1,1,
8864,dizziness,posterior_circulation_stroke,หูอื้อ/ไม่ได้ยินเสียง ทันที,hearing_loss_abrupt,1,-0.9,
8865,dizziness,posterior_circulation_stroke,หูอื้อ/ไม่ได้ยินเสียง เป็นๆหายๆ,hearing_loss_intermittent,1,-0.8,
8866,dizziness,posterior_circulation_stroke,แน่นในหู,ear_pressure,1,-1.8,
8867,dizziness,posterior_circulation_stroke,รู้สึกคล้ายเมาเรือ,motion_sickness,1,0.9,
8868,dizziness,posterior_circulation_stroke,ปวดศีรษะ,headache,1,0.3,
8869,dizziness,posterior_circulation_stroke,ปวดศีรษะแบบตื้อๆตุบๆ,headache_throbbing,1,0.5,
8870,dizziness,posterior_circulation_stroke,ความจำแย่ลง,amnesia,1,0.6,
8871,dizziness,posterior_circulation_stroke,รู้สึกไม่สบายใจ หรือตื่นกลัว,anxiety,1,0.3,
8872,dizziness,posterior_circulation_stroke,นอนไม่หลับ,insomnia,1,0.2,
8873,dizziness,posterior_circulation_stroke,ชา,numbness,1,0.5,
8874,dizziness,posterior_circulation_stroke,ไม่สามารถจัดการเวลา หรือกิจวัตรประจำวันได้ดี,functional_impairment_routine_activities,1,0.2,
8875,dizziness,posterior_circulation_stroke,คิดช้าลง,cognitive_impairment,1,0.3,
8876,dizziness,posterior_circulation_stroke,มองเห็นภาพสั่น ,nystagmus,1,-0.2,
8877,dizziness,posterior_circulation_stroke,ใจสั่น,palpitation,1,0.2,
8878,dizziness,posterior_circulation_stroke,ถ่ายดำ ,maroon_stool,1,-0.5,
8879,dizziness,posterior_circulation_stroke,ถ่ายเป็นเลือด หรือถ่ายปนเลือด,hematochezia,1,-0.5,
8880,dizziness,posterior_circulation_stroke,เลือดออกง่าย ,bleeding_diathesis,1,-2,
8881,dizziness,posterior_circulation_stroke,ผิวช้ำตามตัว,easy_bruised_skin,1,-2,
8882,dizziness,meniere_s_disease,อายุ<_15,age_<_15,1,0.2,
8883,dizziness,meniere_s_disease,อายุ15-30,age_15_30,1,0.4,
8884,dizziness,meniere_s_disease,อายุ31-45,age_31_45,1,1.6,
8885,dizziness,meniere_s_disease,อายุ46-60,age_46_60,1,2,
8886,dizziness,meniere_s_disease,อายุ61-75,age_61_75,1,1.8,
8887,dizziness,meniere_s_disease,อายุ_> 76,age_>_76,1,0.9,
8888,dizziness,meniere_s_disease,เป็นขึ้นเฉียบพลันทันที,abrupt_onset,1,1.7,
8889,dizziness,meniere_s_disease,เกิดขึ้นในหลักชั่วโมง,onset_hours,1,1.4,
8890,dizziness,meniere_s_disease,เกิดขึ้นในหลักวันถึงสัปดาห์,onset_days_to_weeks,1,-0.2,
8891,dizziness,meniere_s_disease,อาการเป็นๆหายๆเป็นพักๆ,intermittent,1,2.2,
8892,dizziness,meniere_s_disease,เป็นอยู่นานหลักนาที,duration_minutes,1,1,
8893,dizziness,meniere_s_disease,เป็นอยู่นานเป็นชั่วโมง ถึง วัน,duration_hours_to_days,1,1.8,
8894,dizziness,meniere_s_disease,เป็นอยู่นานมากกว่า 3 วัน,duration_>_3days,1,0.1,
8895,dizziness,meniere_s_disease,อาการมากขึ้นเมื่อขยับศีรษะ หรือเปลี่ยนท่าทาง,more_dizzy_when_move,1,-0.2,
8896,dizziness,meniere_s_disease,เกิดขึ้นเองโดยไม่มีปัจจัยกระตุ้น,occurred_without_stimulating_factors,1,1.4,
8897,dizziness,meniere_s_disease,พูดไม่ชัด ,dysarthria,1,-1.5,
8898,dizziness,meniere_s_disease,สับสน,confused,1,-2,
8899,dizziness,meniere_s_disease,แขนขาอ่อนแรงครึ่งซีก,hemiparesis,1,-2.8,
8900,dizziness,meniere_s_disease,ปากเบี้ยวหน้าเบี้ยว,facial_palsy,1,-0.4,
8901,dizziness,meniere_s_disease,หยิบจับสิ่งของแล้วทำหลุดมือ,pick_up_the_item_and_drop_off,1,-0.5,
8902,dizziness,meniere_s_disease,ตากระตุก ,eyelid_myokymia,1,-0.2,
8903,dizziness,meniere_s_disease,มองเห็นภาพมืดลงเป็นพักๆ ,amaurosis_fugax,1,-1,
8904,dizziness,meniere_s_disease,เป็นลมหมดสติ,faint,1,-0.2,
8905,dizziness,meniere_s_disease,มองเห็นภาพซ้อน,diplopia,1,-0.2,
8906,dizziness,meniere_s_disease,เจ็บแน่นหน้าอก,chest_pain,1,-0.3,
8907,dizziness,meniere_s_disease,บ้านหมุน,vertigo,1,4,
8908,dizziness,meniere_s_disease,ทรงตัวลำบาก,postural_instability,1,1.8,
8909,dizziness,meniere_s_disease,คลื่นไส้อาเจียน,nausea_and_vomiting,1,0.5,
8910,dizziness,meniere_s_disease,ได้ยินเสียงหึ่งในหู,tinnitus,1,2,
8911,dizziness,meniere_s_disease,เดินเซ,ataxic_gait,1,0.1,
8912,dizziness,meniere_s_disease,หูอื้อ/ไม่ได้ยินเสียง ทันที,hearing_loss_abrupt,1,1.3,
8913,dizziness,meniere_s_disease,หูอื้อ/ไม่ได้ยินเสียง เป็นๆหายๆ,hearing_loss_intermittent,1,1.4,
8914,dizziness,meniere_s_disease,แน่นในหู,ear_pressure,1,0.8,
8915,dizziness,meniere_s_disease,รู้สึกคล้ายเมาเรือ,motion_sickness,1,0.7,
8916,dizziness,meniere_s_disease,ปวดศีรษะ,headache,1,0.2,
8917,dizziness,meniere_s_disease,ปวดศีรษะแบบตื้อๆตุบๆ,headache_throbbing,1,0.1,
8918,dizziness,meniere_s_disease,ความจำแย่ลง,amnesia,1,-0.4,
8919,dizziness,meniere_s_disease,รู้สึกไม่สบายใจ หรือตื่นกลัว,anxiety,1,-0.1,
8920,dizziness,meniere_s_disease,ชา,numbness,1,-0.2,
8921,dizziness,meniere_s_disease,คิดช้าลง,cognitive_impairment,1,-0.1,
8922,dizziness,meniere_s_disease,มองเห็นภาพสั่น ,nystagmus,1,-0.3,
8923,dizziness,meniere_s_disease,ใจสั่น,palpitation,1,-0.1,
8924,dizziness,meniere_s_disease,เหงื่อแตก,sweating,1,0.8,
8925,dizziness,meniere_s_disease,ถ่ายดำ ,maroon_stool,1,-2,
8926,dizziness,meniere_s_disease,ถ่ายเป็นเลือด หรือถ่ายปนเลือด,hematochezia,1,-2,
8927,dizziness,meniere_s_disease,เลือดออกง่าย ,bleeding_diathesis,1,-1,
8928,dizziness,meniere_s_disease,ผิวช้ำตามตัว,easy_bruised_skin,1,-1,
8929,dizziness,vestibular_migraine,เพศหญิง,female,1,0.5,
8930,dizziness,vestibular_migraine,อายุ<_15,age_<_15,1,0.2,
8931,dizziness,vestibular_migraine,อายุ15-30,age_15_30,1,0.3,
8932,dizziness,vestibular_migraine,อายุ31-45,age_31_45,1,1.7,
8933,dizziness,vestibular_migraine,อายุ46-60,age_46_60,1,2,
8934,dizziness,vestibular_migraine,อายุ61-75,age_61_75,1,1.8,
8935,dizziness,vestibular_migraine,อายุ_> 76,age_>_76,1,1.2,
8936,dizziness,vestibular_migraine,ความดันโลหิตสูง,hypertension,1,0.2,
8937,dizziness,vestibular_migraine,เป็นขึ้นเฉียบพลันทันที,abrupt_onset,1,1.7,
8938,dizziness,vestibular_migraine,เกิดขึ้นในหลักชั่วโมง,onset_hours,1,1.4,
8939,dizziness,vestibular_migraine,เกิดขึ้นในหลักวันถึงสัปดาห์,onset_days_to_weeks,1,-0.2,
8940,dizziness,vestibular_migraine,อาการเป็นๆหายๆเป็นพักๆ,intermittent,1,2.1,
8941,dizziness,vestibular_migraine,เป็นอยู่นานหลักนาที,duration_minutes,1,1.3,
8942,dizziness,vestibular_migraine,เป็นอยู่นานเป็นชั่วโมง ถึง วัน,duration_hours_to_days,1,1.2,
8943,dizziness,vestibular_migraine,เป็นอยู่นานมากกว่า 3 วัน,duration_>_3days,1,-0.2,
8944,dizziness,vestibular_migraine,อาการมากขึ้นเมื่อขยับศีรษะ หรือเปลี่ยนท่าทาง,more_dizzy_when_move,1,1.2,
8945,dizziness,vestibular_migraine,อาการมากขึ้นเมื่อถูกแสงจ้า หรือได้ยินเสียงดัง,progressive_when_expose_to_light_or_sound,1,2,
8946,dizziness,vestibular_migraine,ประวัติกระทบกระเทือนที่ศีรษะมาก่อน,history_of_head_injury,1,0.1,
8947,dizziness,vestibular_migraine,ความเครียด,stress,1,1.9,
8948,dizziness,vestibular_migraine,เกิดขึ้นเองโดยไม่มีปัจจัยกระตุ้น,occurred_without_stimulating_factors,1,0.3,
8949,dizziness,vestibular_migraine,พูดไม่ชัด ,dysarthria,1,-1.3,
8950,dizziness,vestibular_migraine,สับสน,confused,1,-0.2,
8951,dizziness,vestibular_migraine,แขนขาอ่อนแรงครึ่งซีก,hemiparesis,1,-1,
8952,dizziness,vestibular_migraine,ปากเบี้ยวหน้าเบี้ยว,facial_palsy,1,-0.8,
8953,dizziness,vestibular_migraine,หยิบจับสิ่งของแล้วทำหลุดมือ,pick_up_the_item_and_drop_off,1,-0.3,
8954,dizziness,vestibular_migraine,ตากระตุก ,eyelid_myokymia,1,0.2,
8955,dizziness,vestibular_migraine,มองเห็นภาพมืดลงเป็นพักๆ ,amaurosis_fugax,1,0.1,
8956,dizziness,vestibular_migraine,มองเห็นภาพซ้อน,diplopia,1,0.3,
8957,dizziness,vestibular_migraine,เจ็บแน่นหน้าอก,chest_pain,1,-0.5,
8958,dizziness,vestibular_migraine,บ้านหมุน,vertigo,1,4,
8959,dizziness,vestibular_migraine,ทรงตัวลำบาก,postural_instability,1,1.2,
8960,dizziness,vestibular_migraine,คลื่นไส้อาเจียน,nausea_and_vomiting,1,1,
8961,dizziness,vestibular_migraine,ได้ยินเสียงหึ่งในหู,tinnitus,1,0.6,
8962,dizziness,vestibular_migraine,เดินเซ,ataxic_gait,1,0.1,
8963,dizziness,vestibular_migraine,หูอื้อ/ไม่ได้ยินเสียง ทันที,hearing_loss_abrupt,1,-0.2,
8964,dizziness,vestibular_migraine,หูอื้อ/ไม่ได้ยินเสียง เป็นๆหายๆ,hearing_loss_intermittent,1,-0.1,
8965,dizziness,vestibular_migraine,แน่นในหู,ear_pressure,1,0.1,
8966,dizziness,vestibular_migraine,รู้สึกคล้ายเมาเรือ,motion_sickness,1,0.9,
8967,dizziness,vestibular_migraine,ปวดศีรษะ,headache,1,1.8,
8968,dizziness,vestibular_migraine,ปวดศีรษะแบบตื้อๆตุบๆ,headache_throbbing,1,2.5,
8969,dizziness,vestibular_migraine,ความจำแย่ลง,amnesia,1,-0.3,
8970,dizziness,vestibular_migraine,รู้สึกไม่สบายใจ หรือตื่นกลัว,anxiety,1,-0.1,
8971,dizziness,vestibular_migraine,นอนไม่หลับ,insomnia,1,0.3,
8972,dizziness,vestibular_migraine,ชา,numbness,1,0.1,
8973,dizziness,vestibular_migraine,ไม่สามารถจัดการเวลา หรือกิจวัตรประจำวันได้ดี,functional_impairment_routine_activities,1,-0.1,
8974,dizziness,vestibular_migraine,คิดช้าลง,cognitive_impairment,1,-0.2,
8975,dizziness,vestibular_migraine,มองเห็นภาพสั่น ,nystagmus,1,0.1,
8976,dizziness,vestibular_migraine,ถ่ายดำ ,maroon_stool,1,-2,
8977,dizziness,vestibular_migraine,ถ่ายเป็นเลือด หรือถ่ายปนเลือด,hematochezia,1,-2,
8978,dizziness,vestibular_migraine,เลือดออกง่าย ,bleeding_diathesis,1,-2,
8979,dizziness,vestibular_migraine,ผิวช้ำตามตัว,easy_bruised_skin,1,-2,
8980,dizziness,psychogenic_dizziness,เพศหญิง,female,1,0.8,
8981,dizziness,psychogenic_dizziness,อายุ<_15,age_<_15,1,1,
8982,dizziness,psychogenic_dizziness,อายุ15-30,age_15_30,1,1.2,
8983,dizziness,psychogenic_dizziness,อายุ31-45,age_31_45,1,1.8,
8984,dizziness,psychogenic_dizziness,อายุ46-60,age_46_60,1,1.6,
8985,dizziness,psychogenic_dizziness,อายุ61-75,age_61_75,1,1.6,
8986,dizziness,psychogenic_dizziness,อายุ_> 76,age_>_76,1,1.2,
